Date,Close,High,Low,Open,Volume,EMA_fast,EMA_slow,MACD,Signal_Line
2022-02-10,169.1536865234375,172.45578102776864,168.59351767675065,171.13887812913805,90865900,169.0373781042959,169.1883436816491,-0.15096557735319038,169.54444588356853
2022-02-11,165.7336883544922,170.09717260247885,165.14402264688573,169.3600979658817,98670700,168.52911814278764,168.93244328704486,-0.40332514425722366,168.78229437775326
2022-02-14,165.96954345703125,166.65747672658372,163.68951891129095,164.48555705147456,86185500,168.13533742190202,168.71296922556238,-0.5776318036603527,168.21974419360888
2022-02-15,169.81214904785156,169.96939522398472,167.31592973397568,168.02352253075418,62527400,168.3933084412789,168.79438995313936,-0.40108151186046825,168.53822516445743
2022-02-16,169.5762939453125,170.35267256794222,167.11937868964532,168.8883606728898,61177400,168.57530621113023,168.8523087673744,-0.27700255624418446,168.74583892062844
2022-02-17,165.96954345703125,168.94732353481027,165.56660575778602,168.0824845697611,69589300,168.17441963357652,168.6387705962379,-0.46435096266137066,168.190579827909
2022-02-18,164.416748046875,167.6009001587836,163.32587723184227,166.89332246399607,82772700,167.5963163125455,168.32602818517395,-0.7297118726284566,167.4358134717022
2022-02-22,161.48812866210938,163.81727946148703,159.35551308277192,162.1367428748668,91162800,166.6565951355553,167.8195171093914,-1.1629219738360916,166.24627650978363
2022-02-23,157.31138610839844,163.2865911526906,156.99689373984543,162.68710319648025,90009200,165.21887066983885,167.04113703524376,-1.8222663654049143,164.45929842950662
2022-02-24,159.9353485107422,160.04345337346268,149.3804359903009,149.9504420850254,141147500,164.4060211069009,166.51478232972514,-2.108761222824228,163.55450844575373
2022-02-25,162.00900268554688,162.27433874391238,158.097582687372,161.0163992959612,91974200,164.0372490420772,166.18102087460082,-2.143771832523612,163.24540729371236
2022-02-28,162.27435302734375,162.56918589174444,159.63070950306087,160.24985701872006,95056600,163.76603427057975,165.89163807110032,-2.1256038005205653,163.05119644043864
2022-03-01,160.3874053955078,163.72881873455478,159.1786074354802,161.86155436972356,83474400,163.24624521287637,165.48391713216753,-2.2376719192911594,162.5184382314525
2022-03-02,163.68951416015625,164.47573001503346,160.14172804891763,161.5569135885326,79724800,163.3144404355348,165.35099839350005,-2.0365579579652433,162.75265341719324
2022-03-03,163.36520385742188,165.9990247912093,162.69693011047048,165.56660530985462,76678400,163.32225019274819,165.2039025019387,-1.881652309190514,162.875163505239
2022-03-04,160.35797119140625,162.69695972309876,159.30641907564566,161.65522987158562,83737200,162.86620726946484,164.84494462708443,-1.9787373576195932,162.37172504247243
2022-03-07,156.55465698242188,162.17608078588069,156.2991281758325,160.54468531235605,96418800,161.89519953299668,164.23084924599831,-2.3356497130016294,161.20831143046235
2022-03-08,154.72671508789062,160.07296568987567,153.11497909721768,156.0829372614916,131148300,160.79235577221112,163.5268393083607,-2.7344835361495825,159.911992161948
2022-03-09,160.14173889160156,160.59381791240634,156.66275336768058,158.69707147174915,91454900,160.69226086750197,163.27609112934152,-2.5838302618395517,159.95794150787873
2022-03-10,155.78810119628906,157.62586917951631,153.29186666707722,157.43914120341518,105342000,159.93777476423844,162.72142520837468,-2.783650444136242,159.1239734455608
2022-03-11,152.06338500976562,156.5349734862068,151.83735301963387,156.1909993742422,96970100,158.72633018662722,161.93194074921846,-3.2056105625912323,157.71185575840178
2022-03-14,148.02418518066406,151.46386560111048,147.5131577437571,148.83988262272504,108732100,157.07984633955596,160.90173663302923,-3.821890293473274,155.77432164285423
2022-03-15,152.4171905517578,152.88892907582556,147.78837062747488,148.29939820148408,92964300,156.3625146798947,160.27325173812025,-3.91073705822555,155.10289542463497
2022-03-16,156.83966064453125,157.24259840193366,151.79808003042874,154.34344099306256,102300200,156.43592175137724,160.01891165711368,-3.58298990573644,155.45024846861423
2022-03-17,157.85189819335938,158.22535413843605,154.91343692811435,155.8765435805617,75615400,156.65376428091295,159.85839214128004,-3.204627860367083,155.93057841356327
2022-03-18,161.15399169921875,161.64537478221072,157.00671727910074,157.7437919035887,123511700,157.34610696065232,159.95436247890513,-2.608255518252804,156.97526107069436
2022-03-21,162.5298614501953,163.48314576119236,160.20069560988745,160.6920786569655,95811400,158.14360765135126,160.14514018048217,-2.0015325291309125,158.08618114659456
2022-03-22,165.91058349609375,166.50023417031582,162.06796436975657,162.6576150439786,81532000,159.33852701208087,160.57221005571267,-1.2336830436317996,159.65106161649442
2022-03-23,167.27662658691406,169.66474104201137,164.76073274272346,165.09488461775757,98062700,160.55977310051674,161.06883350246832,-0.5090604019515865,161.17617461057836
2022-03-24,171.07009887695312,171.1388847047802,167.27662120536306,168.11196337652208,90131400,162.17674629689157,161.80966797465237,0.3670783222391947,163.15495946385332
2022-03-25,171.70889282226562,172.25923943454524,169.77284242104022,170.8833729038462,80546200,163.64323037771834,162.5429438892904,1.1002864884279404,164.8657461355358
2022-03-28,172.57373046875,172.701479862601,169.03576656556126,169.202835000459,90371900,165.01715346864628,163.28596511739852,1.7311883512477664,166.40734300217866
2022-03-29,175.8758087158203,175.92493501881802,173.30095161685145,173.64492571274934,100589400,166.6877158143654,164.218546124689,2.4691696896763915,168.30103614490702
2022-03-30,174.70632934570312,176.51461532464543,173.6547624474948,175.4728856845117,92633200,167.92134866534042,164.9954189558752,2.9259297094652084,169.58209478506626
2022-03-31,171.60076904296875,174.96182690829795,171.39438158819624,174.77509897203208,103049300,168.4874133388217,165.48470414751176,3.002709191309947,169.98582963664677
2022-04-01,171.30596923828125,171.86615315495757,168.9768182066353,171.03079590947166,78751300,168.92103732335394,165.91590896905024,3.0051283543037073,170.24985755697367
2022-04-04,175.36480712890625,175.413948439192,171.43374223920495,171.56150664678344,76468400,169.91238652420816,166.6158273512618,3.2965591729463597,171.2728474713602
2022-04-05,172.04302978515625,175.22719732393347,171.41406008567415,174.4409814506257,73401800,170.24017779512323,167.01784234636511,3.222335448758116,171.42688393411942
2022-04-06,168.86871337890625,170.6376954902334,167.19801388325018,169.38957825115511,89058800,170.0291832695514,167.15494390433113,2.8742393652202622,170.91524982307678
2022-04-07,169.17335510253906,170.37233093887772,166.9228273416991,168.21024852764788,77594700,169.89751739770335,167.30445584493913,2.593061552764226,170.56687087896924
2022-04-08,167.15867614746094,168.8195531941642,166.28401495074868,168.8195531941642,76575500,169.4761572053584,167.2936573488296,2.1824998565287785,169.88523193266758
2022-04-11,162.89349365234375,166.11696550956904,162.64780210837338,165.8024881311143,72246700,168.46343973566383,166.96771929723806,1.4957204384257636,168.4868842766028
2022-04-12,164.7705841064453,166.9424890030797,163.76815838717138,165.12438053702303,79265200,167.89530810039946,166.80496854236455,1.0903395580349127,167.74362424257131
2022-04-13,167.46336364746094,168.09233345005353,163.8959323433634,164.50524262204976,70618900,167.8288551076397,166.85373855014947,0.9751165574902245,167.68757212354924
2022-04-14,162.44140625,168.3183584761883,162.19571471867903,167.67955149726123,75329400,167.00001682184896,166.52689912050877,0.47311770134018616,166.6383389488394
2022-04-18,162.22518920898438,163.7288199744053,160.75104022360551,161.09499932270256,69023900,166.26542795833132,166.20825394187733,0.05717401645398468,165.7557090008684
2022-04-19,164.51504516601562,164.92782013945308,161.08520094874402,162.17607195952326,67723800,165.99613829797505,166.0828310695913,-0.08669277161624223,165.50757623389785
2022-04-20,164.3479766845703,165.96954980606952,163.23746114831818,165.85160767261976,67929800,165.74257497283585,165.95432333736753,-0.21174836453167245,165.27565632403235
2022-04-21,163.55191040039062,168.5738450907259,163.0507051558019,165.99900305629262,87227800,165.40554965399812,165.77636682351738,-0.37081716951925614,164.930907139304
2022-04-22,159.001708984375,164.97692823082195,158.71671343457257,163.59123952892807,84882400,164.42034339713302,165.27454031691423,-0.8541969197812023,163.7450675083182
2022-04-25,160.07293701171875,160.35793256447772,155.72911292478716,158.34325918812343,96046400,163.75151164553083,164.88923636838123,-1.1377247228504075,163.0106414089983
2022-04-26,154.0977020263672,159.54221872291836,154.01907895185514,159.45377338752408,95623200,162.2663101656595,164.08986345415795,-1.8235532884984593,161.2280535324721
2022-04-27,153.8717041015625,157.03619732481974,152.7022099776654,153.2230748402012,88063200,160.97483230964457,163.3329627613731,-2.3581304517285275,159.75678364629022
2022-04-28,160.81983947753906,161.68467841985887,156.19100467866673,156.50549701980856,130216800,160.9509872585514,163.14680548108907,-2.1958182225376675,159.96939481254
2022-04-29,154.93309020996094,163.33574447827155,154.5399897161662,159.0508831142893,131747600,160.02515694338365,162.53838212767218,-2.5132251842885296,158.9621338920242
2022-05-02,155.23773193359375,155.5030679702358,150.6285567574635,154.009274370481,123055300,159.2886300188006,161.9975932244071,-2.7089632056064943,158.21725350033813
2022-05-03,156.7315216064453,157.9403346152518,153.6259923615283,155.42444099254382,88966500,158.8952287245921,161.60751384529883,-2.7122851207067242,157.92010712155957
2022-05-04,163.15884399414062,163.61090803537846,156.51533507735743,156.91827280667675,108256500,159.55116953529188,161.72242718965745,-2.1712576543655757,158.96785449607577
2022-05-05,154.06825256347656,161.25227067537543,152.27961098375334,161.02623866112972,130525300,158.70764384732027,161.15545129142183,-2.4478074441015565,157.98793410955594
2022-05-06,154.7965545654297,156.92245186539364,151.74549742097102,153.54660360417492,116124600,158.1059378039525,160.6844219043113,-2.5784841003588213,157.3496582007307
2022-05-09,149.65899658203125,153.36947314118723,149.0980045924118,152.48367497430928,131577900,156.80640838519537,159.86772373229059,-3.061315347095217,155.8115258769908
2022-05-10,152.07029724121094,154.2650965784608,150.5152434800802,153.0643590542694,115366700,156.07777590150548,159.2901365848032,-3.2123606832977316,155.06328014983484
2022-05-11,144.18675231933594,152.99542804107662,143.50764507620434,151.0762217134339,142689800,154.24838765809477,158.17136737995378,-3.922979721859008,152.88797458373506
2022-05-12,140.30899047851562,143.8915146679824,136.60836588189918,140.515681208882,182602000,152.1038650150826,156.84822835021762,-4.744363335135034,150.3721777626912
2022-05-13,144.78713989257812,145.7615132406745,140.85029972421802,142.3069263815123,113990900,150.97821499623575,155.9548143903925,-4.97659939415675,149.2551701886686
2022-05-16,143.24192810058594,145.19067486728656,141.90340179419994,143.25177981278947,86643800,149.78801701228963,155.0131191096661,-5.225102097376464,148.05252177105206
2022-05-17,146.88351440429688,147.40514453340242,144.36392404181558,146.50950977669152,78336300,149.34117045721382,154.41092616852762,-5.069755711313803,147.81872029770102
2022-05-18,138.59646606445312,145.0331931657119,137.69097960525806,144.5312514480339,109742900,147.6881390121737,153.23948467933693,-5.551345667163218,145.97426945105144
2022-05-19,135.18125915527344,139.4232021551722,134.4431016025898,137.67130943156462,136095600,145.76400364957368,151.9018383442211,-6.13783469464741,143.81566739189586
2022-05-20,135.41744995117188,138.47834364409812,130.51608836864122,136.89376494741566,137426100,144.17222615751186,150.68077253732855,-6.508546379816693,142.13602390375107
2022-05-23,140.8502655029297,140.99789096623442,135.47647337089091,135.6142621425919,117726300,143.66115528757615,149.9525868310768,-6.291431543500636,141.8788722235868
2022-05-24,138.1437530517578,139.72833217517214,135.1615971576701,138.58664466633243,104132700,142.81232417437332,149.07785840297907,-6.265534228605759,141.131848389221
2022-05-25,138.30116271972656,139.5510983295458,136.15557758649018,136.24415286255308,92482700,142.1182993351969,148.27958464866407,-6.161285313467175,140.56571125532213
2022-05-26,141.5097198486328,142.06087507401406,134.97456571452705,135.22061822713323,90601500,142.02467172187934,147.77811318199508,-5.753441460115738,140.75451297398428
2022-05-27,147.27719116210938,147.31655295622195,142.96634634088457,143.09429845299417,90978500,142.8327516357609,147.74100784718874,-4.90825621142784,142.0590486116093
2022-05-31,146.48980712890625,148.28107646818216,144.52138720505258,146.71618623300301,103718400,143.39537555778327,147.64832631250115,-4.252950754717887,142.9452003150687
2022-06-01,146.36184692382812,149.34400143591907,145.34809700677113,147.53304397850013,74286600,143.851755767944,147.55303154296982,-3.701275775025806,143.6285296368206
2022-06-02,148.82241821289062,148.88146841697989,144.54109820216505,145.4957832158868,72348100,144.61647306716657,147.64706018518618,-3.0305871180196107,144.66730735203458
2022-06-03,143.08444213867188,145.63354221228246,142.17897081970852,144.58043039547144,88570300,144.3807760012443,147.30908847803698,-2.9283124767926836,144.35073430936205
2022-06-06,143.83245849609375,146.2240967666152,142.61203260738884,144.70840485443364,71598400,144.29641946199035,147.0515603312264,-2.755140869236044,144.24707914670842
2022-06-07,146.36184692382812,146.64726115984234,141.824639115417,142.07069156702747,67808200,144.61417753304232,147.0004704491969,-2.386292916154588,144.67003270213235
2022-06-08,145.6237030029297,147.50353249308398,145.13159805431155,146.23390833350376,53950200,144.76948914379423,146.89848767539934,-2.128998531605106,144.8607667622918
2022-06-09,140.38771057128906,145.61386314826538,140.2794468730643,144.75760527366657,69473000,144.09536936340882,146.41620788990969,-2.3208385265008644,143.96615552409128
2022-06-10,134.96469116210938,138.53736243085658,134.8957892693373,138.06494594416714,91437900,142.69064964013197,145.56794739155413,-2.8772977514221623,142.1658626516949
2022-06-13,129.79762268066406,133.0651921487905,129.3645678675484,130.77198099232118,122207100,140.70710703098305,144.39977519074745,-3.692668159764395,139.69221465748873
2022-06-14,130.66371154785156,131.77587363104502,129.40392397478837,131.02787945261767,84784300,139.16196926434745,143.3822889949774,-4.220319730629939,137.8865140355613
2022-06-15,133.2915802001953,135.1714252868018,130.07322365850183,132.1695811727179,91533000,138.25883248524713,142.63482908425277,-4.375996599005646,136.9675272684881
2022-06-16,128.00634765625,130.29955871287268,127.00244927117835,129.99445602178534,108123900,136.68152712693987,141.55123786736368,-4.8697107404238125,135.1752913460405
2022-06-17,129.48268127441406,130.97868486516475,127.76031356055556,128.0162178037558,134520300,135.57401238039745,140.6572707123304,-5.083258331932939,134.03676933171522
2022-06-21,133.724609375,134.8958216908251,131.21488586149243,131.31329785187046,81000500,135.28948884110554,140.14374024289853,-4.854251401792993,133.9743373403722
2022-06-22,133.2128448486328,135.5847798082292,131.7955798825567,132.6616745701608,73409200,134.97000514995588,139.63034058406404,-4.660335434108163,133.8220388420243
2022-06-23,136.08673095703125,136.40167037101077,133.48841696582116,134.65962935518908,72433800,135.14180912027516,139.3678509820616,-4.226041861786456,134.2749772650257
2022-06-24,139.42318725585938,139.66923974712645,137.56303102259437,137.69096810591373,89116800,135.8004826795958,139.37194996530587,-3.571467285710071,135.30461926319245
2022-06-27,139.42318725585938,141.22429329407663,138.74407997710588,140.44675901167543,70207900,136.3578218451748,139.37574532016168,-3.0179234749868726,136.12833286172585
2022-06-28,135.26983642578125,141.15540852649434,135.1517360213465,139.88578412525837,67083400,136.19043947296043,139.07160392057793,-2.8811644476174934,135.95663357453694
2022-06-29,137.03155517578125,138.4488199898158,134.51197995876558,135.28951427489562,66242400,136.31984188877902,138.92048919874114,-2.6006473099621132,136.1716178947858
2022-06-30,134.56117248535156,136.18511273785495,131.65775641864977,135.08280250671814,98964500,136.04927736517482,138.59757684960115,-2.5482994844263374,135.84952881289897
2022-07-01,136.7362823486328,136.84454604479996,133.51792659665477,133.89191616880768,71051600,136.15497043955295,138.45970318286277,-2.3047327433098133,136.02687952004575
2022-07-05,139.32473754882812,139.3739510426325,134.76784134740907,135.59458899691316,73353800,136.642626917903,138.52377980256392,-1.8811528846609349,136.68645112580225
2022-07-06,140.66331481933594,141.84436401241877,138.85237172208522,139.11811267133183,74064300,137.26119428735421,138.68226387788036,-1.4210695905261446,137.481823864509
2022-07-07,144.03916931152344,144.23600834868253,141.01763677774284,141.02747347335122,66253700,138.30395967568793,139.07907168777984,-0.7751120120919097,138.7932929539119
2022-07-08,144.71820068359375,145.2201572871192,142.71041932304064,142.96630846160784,64547800,139.29076598459653,139.496784946729,-0.20601896213247528,139.97827449984828
2022-07-11,142.5824737548828,144.32452936494926,141.50968864079144,143.36984462515042,63141600,139.79718256464056,139.72535448807375,0.07182807656681689,140.4991143508552
2022-07-12,143.556884765625,146.10598530220875,142.75967699315206,143.45845774918337,77588800,140.37559828786894,140.00917154567014,0.36642674219879723,141.11066843380917
2022-07-13,143.19271850585938,144.13755169717774,139.8759205891,140.73219350243247,71185600,140.809001398329,140.24498983901748,0.564011559311524,141.5270784482192
2022-07-14,146.12567138671875,146.5980880188513,140.9880935814835,141.80498974783282,78140700,141.62695062731203,140.68059587958794,0.9463547477240866,142.44679703591913
2022-07-15,147.79884338378906,148.47795082212772,145.8599480955504,147.41500200792666,76259900,142.57647258984696,141.2078734724917,1.3685991173552452,143.51720630549312
2022-07-18,144.74778747558594,149.17673295190042,144.3836195242813,148.35983676190435,81420900,142.9105210338068,141.47008932457277,1.4404317092340193,143.7633225395117
2022-07-19,148.61570739746094,148.8420714884981,144.59029217223815,145.58433884840355,82982400,143.7882420128305,141.99939436700893,1.788847645821562,144.73379951110155
2022-07-20,150.62353515625,151.2928059582147,147.99569550184447,148.73385321435805,64823400,144.83982557335656,142.63821961065642,2.2016059627001425,145.91174664013124
2022-07-21,152.89706420898438,153.11359165955614,149.54090374297837,152.06047951197021,65086600,146.07940074806854,143.39813402534736,2.681266722721176,147.30881015390187
2022-07-22,151.6569366455078,153.81235925179797,150.98768095986142,152.93641282919904,66675400,146.93748319382843,144.0098971823963,2.9275860114321404,148.17843545222308
2022-07-25,150.53492736816406,152.59192281243702,149.8755084226827,151.5781876406526,53623900,147.49093614372623,144.49323275171244,2.99770339201379,148.6497338354113
2022-07-26,149.20623779296875,150.67270104012428,148.41886681163666,149.8558049610543,55138700,147.75482870514816,144.84234423624994,2.9124844688982137,148.7610346269228
2022-07-27,154.31427001953125,154.84575179759253,149.75738820549032,150.17075457850913,78620700,148.76397352274554,145.54396836834485,3.2200051544006953,149.87168170544447
2022-07-28,154.86546325683594,155.15087757432116,151.97188319707365,154.50129531236348,81378700,149.70266425106715,146.23444947119603,3.4682147798711185,150.87043801572278
2022-07-29,159.9439697265625,161.04629519406532,156.98150288420325,158.69403377664,101786900,151.27824970883566,147.24996949011205,4.028280218723609,152.68514435789072
2022-08-01,158.95974731445312,161.00690586019908,158.34954193697632,158.46764232800993,67829400,152.46001857123835,148.11736044006324,4.342658131175114,153.9400649492032
2022-08-02,157.48345947265625,159.84557282503414,157.10946983070068,157.57204979903847,59907000,153.23285563299495,148.81114555358863,4.421710079406324,154.6487438538938
2022-08-03,163.5068359375,163.95956419348943,158.21178056001122,158.30035586863676,82507500,154.81346798753418,149.89971521165614,4.913752775878038,156.42036227061504
2022-08-04,163.19187927246094,164.55009405774106,161.8336644871808,163.38871829491413,55474100,156.10245433906138,150.88431995690095,5.218134382160429,157.77466567098423
2022-08-05,162.96519470214844,163.45798329811657,160.64908228561242,160.8560601129534,56697000,157.1582605487671,151.77919956766004,5.379060981107045,158.81277147721707
2022-08-08,162.4921112060547,165.3897106347166,161.8317762742878,163.97047703384425,60276900,157.97885295758056,152.57274857791148,5.406104379669074,159.5486394229846
2022-08-09,162.54135131835938,163.42837961038725,160.8954395908957,161.65433806504254,63135500,158.68077578231578,153.31116359572243,5.3696121865933435,160.14718180205955
2022-08-10,166.799072265625,166.89762095148,164.49281044366623,165.26155937141485,70170500,159.92974447205563,154.31026794164114,5.619476530414488,161.47755989477267
2022-08-11,166.0598907470703,168.52383349342222,165.76421460976547,167.6072389716485,57149200,160.87284389898096,155.18061037167294,5.692233527308019,162.3940260652322
2022-08-12,169.61782836914062,169.68681094741032,166.95675811414395,167.37071373861576,68039400,162.21822612515936,156.2500339270409,5.968192198118459,163.8387865260139
2022-08-15,170.69210815429688,170.88922057556053,168.8786498167292,169.04619612673898,54091700,163.5219002834882,157.31981720313394,6.202083080354271,165.2094508516705
2022-08-16,170.53439331054688,171.2045935150572,169.18415758381616,170.28799905158363,56377100,164.60074536457415,158.29867469257192,6.30207067200223,166.2744393434458
2022-08-17,172.03248596191406,173.60940030005358,170.0810475130616,170.27815992548992,79542000,165.74409007185722,159.3159940458565,6.428096026000702,167.42604866713947
2022-08-18,171.6382598876953,172.37744277272193,170.6231165953559,171.24403503116682,62290100,166.65088542814,160.2287544785853,6.422130949554685,168.26849091125064
2022-08-19,169.0461883544922,171.23417071896347,168.83921054651765,170.53440436112984,70346300,167.0193935706557,160.8818977286525,6.137495842003204,168.42403039989898
2022-08-22,165.15316772460938,167.41013274664442,164.72936173644348,167.24258643834608,69026800,166.73228190203318,161.1982880987234,5.533993803309784,167.76985786484107
2022-08-23,164.8180694580078,166.2767345287208,164.24643288251994,164.67023889482752,54147100,166.4377876798754,161.46642005126296,4.971367628612455,167.17950018347443
2022-08-24,165.1137237548828,165.68536025466128,163.85218632044496,164.90676099384123,53841500,166.23408553756886,161.73659069597554,4.497494841593323,166.7663448977561
2022-08-25,167.5776824951172,167.68609658373745,165.92192009296824,166.34571105112042,51218200,166.44079276180705,162.16926416257863,4.271528599228418,166.92861241722835
2022-08-26,161.26011657714844,168.58296208169574,161.20098435870386,168.10988929542629,78961000,165.64376565647495,162.1019198969912,3.541845759483749,165.79491324921236
2022-08-29,159.05242919921875,160.55049548789057,157.5149314068537,158.82573564976346,73314000,164.62971389382014,161.8760316971562,2.753682196663931,164.44641643921364
2022-08-30,156.6180877685547,160.21543879278465,155.44524840968555,159.79164778477147,77906200,163.39715602839468,161.48655436911164,1.9106016592830315,162.88075070508185
2022-08-31,154.95245361328125,158.26399371424608,154.87360563007792,157.99788365077418,87991100,162.09797104145414,161.0025469057168,1.0954241357373462,161.29509128672174
2022-09-01,155.68179321289062,156.13515033839954,152.43923555152656,154.38082398932775,74229900,161.11086676013667,160.60841700254448,0.5024497575921885,160.17243167195554
2022-09-02,153.56275939941406,158.04713803269738,152.73487827783597,157.44593542420824,76957800,159.94961947387165,160.08651643934965,-0.13689696547800168,158.85049721744727
2022-09-06,152.30125427246094,154.82432967651317,151.47337297526548,154.21327658173306,73714800,158.77294790442383,159.50983035291344,-0.7368824484896095,157.54064862845001
2022-09-07,153.71063232421875,154.41038374001005,151.39451980442465,152.58707487686897,87449600,157.99413012285382,159.0802601285657,-1.0861300057118797,156.77464536760377
2022-09-08,152.2322540283203,154.10484460794962,150.47791285622748,152.4096506976959,84923800,157.10768764677172,158.57300041743642,-1.4653127706646956,155.8661670997471
2022-09-09,155.1002655029297,155.54378723487187,152.51805827855026,153.2276750032018,68028800,156.79885347079602,158.31576079413963,-1.5169073233436166,155.71298678038363
2022-09-12,161.07286071777344,161.8908915280311,157.0024374583422,157.28824820471496,104956000,157.4563930472541,158.5199904181125,-1.0635973708584174,156.78496156786161
2022-09-13,151.62120056152344,158.22456513012241,151.15797805083207,157.59379629154282,122656600,156.55867112637247,158.00896894725406,-1.4502978208815875,155.75220936659397
2022-09-14,153.06997680664062,154.83416823515125,151.39449874644285,152.55747250443096,87965400,156.0219489233368,157.643117677579,-1.6211687542422055,155.21576285460333
2022-09-15,150.17237854003906,153.0009950551444,149.19666683175186,152.41949313430064,90481100,155.12201501821406,157.0897295933168,-1.9677145751027467,154.2070859916905
2022-09-16,148.52645874023438,149.16709284731172,146.2300624042499,149.02911266156946,162278800,154.10731405237104,156.4554132338292,-2.348099181458167,153.07096054139927
2022-09-19,152.251953125,152.33080110123336,146.94955831205283,147.15652109079085,81474200,153.82187390969858,156.14404581836035,-2.3221719086617725,152.90715905811942
2022-09-20,154.63705444335938,155.80004334278618,150.8721574135687,151.18753429290712,107689800,153.94728629949256,156.03241682761953,-2.0851305281269674,153.25313813516743
2022-09-21,151.50289916992188,156.45049997062233,151.3846347411177,155.0706831334898,101696800,153.57122674109706,155.6968970011234,-2.1256702600263395,152.90309034211833
2022-09-22,150.53704833984375,152.24209247430875,148.73344048207258,150.18223999013938,86652500,153.10443006398117,155.31468598917675,-2.2102559251955824,152.42988194166344
2022-09-23,148.26034545898438,149.28535399224103,146.41732122459265,149.00939362683624,96029900,152.35918627859704,154.79214224619955,-2.43295596760251,151.59597464512763
